2103	2517
2752	2794
1207	1400
231	1788
1169	1192
967	2641
2613	2853
1369	1872
1321	2413
1025	2803
784	2964
257	2156
1847	2430
179	794
268	2029
529	727
1622	1987
1031	2514
1450	1980
2182	2185
496	2851
281	1169
1997	2603
1332	2016
2248	2802
1754	2076
1734	2741
1779	2080
399	2619
1732	2599
47	967
1830	2919
755	1547
1772	2752
950	1560
733	2528
2598	2710
2290	2515
1481	2033
1054	2801
57	1265
777	2569
647	2487
2065	2612
575	2659
2083	2287
1209	1788
563	1636
616	708
420	1861
703	1364
1724	2280
1091	1842
749	1637
612	2697
682	1006
794	2069
1406	2580
285	1915
2124	2166
606	850
534	2606
1476	2227
511	763
2610	2807
1970	2326
1153	2246
1070	1840
2439	2504
157	2504
2366	2447
2121	2338
335	1685
786	1453
1463	2142
632	1162
1120	1608
1245	2499
1058	1925
1586	2664
1723	2623
727	1882
521	655
2390	2490
399	517
2298	2638
774	1125
826	2294
657	2217
816	2747
1568	2722
779	2317
314	2166
312	684
761	2919
400	654
2187	2521
1017	1661
1913	1919
493	964
372	1045
1707	2765
205	2212
1945	2711
2348	2839
2839	2843
646	701
1189	1905
882	2868
332	1879
1655	2927
692	2937
482	2936
297	1985
1355	1759
1683	2209
2279	2972
190	761
1406	2674
1836	2375
307	2734
1229	1622
578	2633
318	1569
1950	2117
1534	2817
1808	2355
104	1114
800	991
1084	1572
1729	2581
844	2121
817	1198
1118	2545
1486	2349
1353	2929
772	2115
1426	1528
435	1070
292	853
670	2667
1347	1972
1753	1925
1347	2783
1358	2069
981	1466
2141	2467
24	522
1058	1924
286	2616
2249	2983
431	1721
887	2425
2029	2432
1838	2385
225	1446
807	2318
334	875
378	619
1994	2280
794	2871
1756	2314
538	2431
482	2203
276	2956
1831	2761
444	2805
733	1656
851	2119
955	2985
655	1146
692	2927
674	1533
679	1579
250	1434
2522	2711
451	528
469	959
572	2534
538	1136
775	1004
2187	2785
655	886
512	1236
666	2633
2257	2529
802	2927
1003	2803
1321	2059
2092	2096
1486	2290
997	2794
205	2202
674	2248
1930	2434
2609	2977
1132	1341
1603	1625
205	645
1017	2549
1579	2317
1523	1712
376	1964
153	740
910	2111
830	1153
1113	2282
404	2103
2020	2410
537	1891
1110	2613
841	2688
385	1014
796	2633
279	2559
264	2036
1179	2209
784	1506
2068	2236
17	2317
51	454
96	1274
496	966
457	2682
2041	2179
1607	1954
750	2747
1198	1311
910	2179
1178	2532
616	2029
1058	2403
419	1744
1706	1886
1498	2236
226	283
1809	2451
685	2647
2464	2694
1889	2246
1968	2326
63	2289
374	2207
82	132
646	2195
1745	2832
636	683
2645	2675
2616	2851
1353	2608
1569	2606
2257	2366
1150	1401
1424	2500
2314	2983
1631	2213
1134	2852
133	281
659	1463
1471	2355
1759	2518
1901	2526
526	2079
952	1966
316	1186
657	1979
294	544
2157	2345
303	1552
1547	2878
1889	1910
606	2855
2293	2529
1227	1513
1166	2851
69	173
1081	1896
1972	2026
474	802
289	1897
826	1927
2923	2947
1620	2571
622	1197
121	329
319	850
2103	2381
580	1848
759	2248
1074	1842
2422	2883
1920	2853
518	2705
399	747
1133	1980
621	2033
953	2919
747	936
63	1521
1970	2248
1082	2202
755	1942
488	1140
993	2499
1634	2166
1109	2317
1406	1896
636	950
1717	1843
1362	2614
1036	2305
1901	1906
2586	2647
2520	2870
874	2079
2279	2787
610	2190
1568	2545
2296	2317
22	1906
41	2069
675	1030
2866	2963
1827	1901
1087	2490
963	2022
145	1533
1234	2682
757	2627
1840	2386
1662	1913
316	815
339	2376
1903	2266
2868	2947
667	1033
744	2253
498	1849
734	953
1662	2804
943	2637
461	1484
238	548
1505	1756
517	2109
735	825
909	2265
599	2971
313	2616
555	1137
170	2665
1146	1475
1138	2987
386	2614
36	1837
1110	2029
2	2246
477	2389
953	2217
243	607
152	1347
378	1962
563	2534
875	2922
1708	2325
1891	2333
484	2749
746	2556
2315	2335
1134	2121
2217	2667
1015	2682
1023	1682
1685	2458
2064	2820
1725	2405
2033	2415
1031	1782
347	1485
1281	2125
485	659
315	986
1162	1452
1115	1893
1624	1773
684	2360
729	1897
1083	2158
449	1884
763	1495
1400	1462
364	2032
575	2558
1120	2817
1030	1137
1533	2044
2647	2725
418	2630
281	1241
817	2250
304	2317
2204	2707
555	794
1830	2643
1423	2377
833	885
147	1715
664	1257
1265	2225
55	1622
705	2238
318	960
966	2636
2232	2257
401	2057
2323	2390
1799	2569
2307	2919
2344	2796
937	2866
294	2928
759	2059
2301	2866
1087	2385
1368	1899
281	2206
1754	2853
602	2556
2355	2653
674	2936
1150	2722
513	1034
494	2928
201	2631
202	2947
1142	1178
712	1952
531	2993
348	2487
846	1396
1118	1899
1547	2957
1783	2194
1845	1978
1211	1364
738	2826
630	2074
466	1914
631	2707
1235	2587
1682	1749
96	2613
430	2914
1845	2071
2515	2983
825	959
2265	2609
1695	2450
1602	1897
2033	2987
2223	2497
1780	2938
1478	2501
1715	2136
2305	2795
1081	2790
2454	2504
1692	2121
1614	2585
1421	2521
490	2501
1153	2853
1972	2910
1096	2002
154	2166
2141	2615
495	2225
1708	2671
1129	2376
1741	2433
2514	2946
1753	1928
74	2707
1082	2403
1433	1833
287	2854
622	2486
2178	2999
341	2454
1147	1626
2313	2343
602	2206
2057	2217
312	832
158	2068
1926	2326
659	1756
386	2174
419	1575
1896	2182
317	2825
1653	1802
2606	2943
939	2837
383	1970
339	2790
1456	1552
740	2981
1539	1666
407	1157
718	2557
964	1705
329	1930
156	2930
842	2582
1712	2982
917	1199
429	2727
2103	2586
1110	2871
1481	1513
1440	2884
984	2727
1617	2211
648	1172
1698	2504
521	2386
340	990
753	2248
1429	2295
382	2006
1023	2970
57	990
1013	2157
371	386
879	1658
306	2282
1456	1846
1881	2069
2630	2991
2609	2648
1362	2727
1114	1693
478	2495
1887	2279
2230	2927
1258	2279
682	1272
291	522
274	734
602	1037
381	1665
2282	2706
965	2347
959	1463
292	2818
2524	2637
606	1425
437	2843
817	2853
1633	2248
759	2203
2606	2883
621	2795
134	197
1579	2545
1866	2162
57	2871
848	967
1178	1449
1361	2128
813	2134
1970	2203
20	447
471	2412
1506	1700
1055	1446
1010	2249
593	2587
513	1920
989	1434
459	1401
2936	2940
1834	2870
1706	2975
286	1139
1572	2317
632	2524
195	451
827	2803
844	2209
1957	2315
263	1614
2185	2282
202	838
2518	2930
1110	1317
327	2060
1364	2372
264	1009
2046	2343
2103	2671
218	1752
2544	2697
444	915
2878	2983
1179	2280
1321	1769
1736	2049
677	2393
2500	2520
391	817
781	2640
550	2266
221	2333
1066	2248
1461	2569
332	2185
1933	2727
1352	2574
256	951
513	1453
904	2737
2841	2919
600	1308
316	1925
2280	2721
757	2374
2225	2964
759	2202
871	2388
315	781
1859	2709
493	2855
1851	2026
779	950
887	2415
422	1241
801	2202
2211	2357
203	2247
1970	2202
1013	1308
24	2279
399	602
623	2946
934	2575
598	1166
810	2628
959	1906
794	1021
605	1154
1453	1481
74	1693
515	1317
777	1401
777	2317
645	2121
622	815
2060	2843
238	2179
1432	2207
1578	2203
1954	2163
801	1010
1572	1658
904	2752
382	1845
1092	2103
1823	2682
120	2097
427	2807
417	2914
448	1278
665	2907
1186	2936
843	2086
859	2817
819	1017
492	2666
2117	2939
4	1258
1953	2419
869	2902
199	1389
415	1980
604	2577
2434	2761
423	2317
152	1321
1181	1627
681	2871
622	850
269	2026
841	2234
2385	2524
2867	2956
666	2190
66	952
1504	2797
152	336
853	2078
95	2785
431	1849
1647	1841
204	572
2053	2699
718	1570
750	860
1788	1843
2725	2865
559	1394
1992	2068
954	2393
830	2863
294	2708
1445	1654
2529	2648
887	2987
615	1872
451	2794
281	2253
143	945
727	1152
1163	1535
1370	2022
1745	2959
396	1749
758	2970
510	2575
543	674
2000	2710
448	1902
19	2845
2070	2281
543	1056
1146	1967
1545	2279
981	1570
293	875
1174	2271
1397	2225
1661	2852
1513	2499
426	997
1933	2831
1510	2522
341	830
313	1255
953	2156
1836	2804
887	2009
1499	2978
1973	1990
2290	2667
2182	2934
781	2583
1411	2286
72	2640
755	1527
1801	2421
1311	2788
893	2699
279	2799
617	2070
315	622
930	950
329	2722
316	2403
1456	1921
1440	2064
2216	2287
2289	2370
419	2168
313	1717
391	1320
225	734
2034	2848
781	2450
283	1355
8	2248
1073	1453
25	532
417	532
315	1174
834	1885
264	1906
97	2956
155	2864
1970	2042
806	1962
527	2790
2209	2333
1635	2265
1023	1500
2087	2125
1702	2852
744	2641
598	2264
299	1438
839	2133
62	2450
753	2212
2233	2871
2248	2845
62	1466
1836	2988
2264	2988
2282	2658
571	642
1453	1684
949	2978
609	1389
538	1258
1546	2405
459	1236
917	2015
772	1542
51	2732
2552	2575
1861	2634
937	1321
1840	2159
943	1749
187	281
1134	2499
66	848
1717	2202
1244	2079
256	2323
189	575
2547	2988
1112	2266
947	2735
2202	2420
612	2055
419	475
5	869
303	2859
709	826
567	2406
383	1306
1281	2499
1528	1988
939	1700
645	2684
1820	2831
9	2528
1258	2525
173	1152
133	1499
1396	2658
525	2864
1268	1717
606	2003
2065	2431
1321	1889
1662	2972
221	623
960	2740
1633	2203
2613	2630
2819	2864
428	730
439	2352
2103	2838
1995	2667
1693	1778
890	2182
2209	2221
1650	2426
1312	1620
1231	1775
1060	1305
265	529
2624	2638
518	1502
1445	2926
2649	2922
1086	2582
2226	2608
1418	2377
2279	2803
404	2015
499	2729
289	2083
1153	1406
738	2440
1577	2727
761	2729
1465	1776
1577	2441
132	2944
665	1418
488	1620
307	1391
19	1010
598	1025
4	563
659	1988
1249	2617
755	2959
1150	2646
1483	2009
1070	1893
606	664
1266	2633
474	2096
2090	2794
256	2507
786	1430
247	1311
1054	2178
1305	1666
83	1480
1713	2858
286	2804
2415	2659
2167	2638
1082	2390
1676	2725
1000	1013
285	1479
209	1830
793	2893
259	1685
82	1523
512	2328
1861	1927
152	1683
1239	2405
439	1021
1115	1854
1023	1199
794	2203
781	1864
1903	2224
123	2209
1657	1907
1772	1894
572	1449
2369	2609
258	691
172	2318
427	964
2110	2658
319	461
1549	2496
758	904
617	1227
680	945
564	1579
476	578
2309	2675
887	2121
283	2788
605	1547
369	1076
1291	2679
1254	2654
1940	2468
2574	2727
532	775
1065	2631
748	939
701	1355
1915	2282
338	1894
544	2921
104	2232
1465	1914
1466	2148
257	416
1131	1569
2033	2930
632	2059
6	1905
47	2319
1278	1846
2545	2942
1685	2668
2026	2305
549	612
617	2647
616	2319
2217	2287
601	2280
2103	2520
276	2845
2583	2592
43	1311
781	2075
817	1406
1127	1415
2816	2934
220	276
1512	2522
2079	2455
929	1066
2286	2655
172	871
1477	1624
639	929
1533	2191
1745	1809
1512	1769
774	2213
673	2353
426	1749
794	2202
2103	2487
1002	1347
587	2032
1500	2297
765	1345
1926	2203
1233	2147
1100	1542
321	1319
603	2505
26	2929
2034	2972
857	942
517	2616
586	1377
1324	1733
325	452
2380	2794
780	1112
2524	2553
1035	2112
377	1689
234	2801
1034	1811
756	2638
143	1788
1230	1622
1657	1740
240	1166
851	2234
376	2211
2033	2110
2250	2441
550	2864
2815	2940
573	1605
2103	2433
420	2738
1577	2688
1756	2862
645	2110
305	2280
55	1263
418	984
677	1363
639	2599
1486	2381
1651	2708
47	2734
530	2078
1100	1620
332	1298
830	2313
673	2441
679	857
1436	2972
266	2086
1805	1841
381	1985
332	930
875	2678
705	1376
937	1926
1359	1406
251	1364
538	759
846	1579
2296	2633
1655	2242
774	2871
485	1364
71	444
2152	2280
1100	1630
57	143
1265	2255
621	1571
1659	2205
431	2225
544	1157
407	2738
808	2206
989	1169
247	2225
1404	2697
398	1805
331	2579
1227	2495
2195	2698
1130	2262
990	2238
1058	2779
2575	2747
282	2132
404	439
1950	2151
783	989
426	1395
362	537
172	2288
2729	2731
617	661
902	2033
2684	2967
484	691
756	1527
1431	1891
1089	2557
1370	2668
1740	2352
1429	1916
1572	1783
1272	2132
405	744
22	132
519	2728
496	1084
2357	2461
569	610
489	2288
1178	2853
1328	2033
380	1324
2303	2410
572	2087
1480	1534
2078	2091
250	315
1272	2682
1137	1624
685	1840
276	2026
1633	1973
2599	2804
2069	2808
1651	2425
403	2279
1736	1917
788	2715
477	2415
2068	2077
1938	2983
659	2374
308	1169
736	850
328	2305
937	1927
936	2765
690	1966
1404	1479
1373	2881
1466	2850
763	1924
894	1933
1985	2373
247	475
1150	1805
861	1406
2215	2919
461	2286
1014	2055
646	1667
1624	1896
1483	1753
57	290
756	1178
156	1895
1492	1569
41	2598
96	1875
492	543
187	2297
1321	2487
1347	1725
1843	2606
567	1055
2391	2809
1791	2354
747	1968
327	1100
29	2961
1006	1335
1088	2740
1106	1972
316	374
1683	2016
329	1283
1070	2128
1324	1756
660	1130
1324	1887
2555	2599
1074	2451
549	2537
1124	1178
969	2141
1068	1798
1184	1569
2054	2922
1549	1933
712	1008
1355	2396
494	1934
2227	2791
331	1900
813	2971
587	890
2317	2389
55	1147
817	1602
763	2525
789	1902
2301	2380
1257	1756
668	1894
225	2026
325	2660
509	2667
611	2118
120	2499
666	2191
802	2223
945	1696
356	2064
66	1034
1445	2804
553	1466
572	815
1937	2680
61	1023
747	1239
525	969
1303	2872
1347	2080
319	2653
1649	2777
2168	2305
1486	1534
26	1825
240	647
1113	2520
1994	2794
509	2103
1130	2092
2141	2408
2086	2707
339	1788
61	2789
1781	2935
1521	1740
250	1243
713	2529
2347	2706
1169	2166
612	2134
2090	2815
981	1023
1134	1569
968	1512
227	2193
1660	1811
2035	2203
2021	2653
776	2725
1368	1521
1448	2707
1148	2943
813	2738
668	2577
1151	1654
407	1661
415	2559
2313	2406
32	2738
471	1923
51	2305
20	2282
196	1249
2136	2426
750	1217
869	1701
347	1296
1314	2574
802	1445
170	1835
477	1887
969	1852
1926	1973
742	2182
1317	2660
1572	1899
2763	2777
664	789
1655	2246
986	1573
697	1145
97	2076
24	1879
1179	2426
1894	2450
474	513
403	1010
2033	2583
271	1911
1788	2171
1982	2528
1656	2448
1713	2266
293	1572
1921	2853
581	2714
943	1927
757	2919
1235	2353
282	2961
289	1637
2195	2571
1314	2506
1056	2500
2599	2839
419	2495
227	964
1335	2521
282	744
2174	2318
1261	2507
1153	2058
205	269
1058	2959
426	999
1620	2667
725	817
394	1174
1480	2759
1849	2960
682	2574
2140	2147
523	1522
1900	2343
1459	2804
2035	2202
314	1468
340	2203
1172	2138
1624	2790
431	474
313	1728
1400	2280
2434	2801
885	2301
1769	2209
1065	1146
56	294
1425	1717
1954	2943
437	2714
546	2450
1115	1376
2278	2350
1092	2015
1914	2343
759	1808
639	2260
1231	2103
954	2884
2209	2482
172	2102
2521	2552
24	959
2009	2732
1578	2390
459	819
1524	1607
273	307
2089	2922
2016	2600
334	1033
369	1801
190	2207
2185	2271
748	2325
1394	2587
808	1884
2301	2369
2282	2711
632	1319
96	2059
2679	2940
339	522
1543	2207
626	2060
1973	2916
1910	2301
573	2248
1364	2286
1454	2641
2520	2676
413	2247
2317	2431
1152	1569
2271	2736
1070	2433
411	1010
372	2495
929	1319
1980	2675
385	2057
24	2215
1731	2002
298	2076
1362	1780
680	2388
90	1034
256	420
422	1740
2090	2386
423	2201
1425	2283
290	294
149	439
450	2227
1036	2109
340	2202
2812	2929
1485	2507
340	645
153	2111
56	786
1319	2206
57	2202
2255	2747
1854	2637
1298	2208
1317	1733
1674	2015
2134	2166
990	1603
1683	2206
1227	2280
1570	2557
2313	2380
737	738
2891	2919
1851	2266
1604	1917
2878	2883
2143	2443
532	2375
777	819
104	567
1133	2794
221	2665
1835	2246
1366	1607
663	1525
840	1354
2738	2947
1662	2747
1420	1570
1538	2422
1954	2793
850	2667
24	1835
1993	2325
234	1650
1578	1808
665	1616
1404	2557
1568	1983
890	1773
2069	2338
314	558
246	258
158	521
2121	2664
446	681
2522	2605
860	1354
1727	2385
879	1249
808	2645
2520	2831
917	2211
421	2026
1977	2271
531	1874
472	1112
426	658
1178	2741
989	2206
2636	2715
1030	1061
1149	2335
488	2189
1274	2391
1081	1696
1061	2443
283	2096
810	2182
1411	1664
757	1060
2815	2883
498	828
2289	2750
407	2930
1299	1835
1725	2203
1079	1353
1803	2819
1086	1913
800	2253
556	2289
1127	2215
887	1013
1133	1870
692	2884
1706	2850
1194	2633
1125	1466
478	1726
789	1660
23	2385
345	2209
764	2313
2203	2222
341	2408
2377	2529
1110	2525
256	2344
1617	2205
55	2032
352	677
1169	1391
597	2923
172	205
2521	2684
427	2202
132	610
367	1832
2521	2549
82	439
1843	2141
2288	2358
421	2679
521	894
341	1138
1354	2765
2778	2804
470	2092
842	1572
1272	2247
1619	1939
2111	2540
366	2168
43	825
364	2256
1305	1366
966	2311
246	491
2029	2482
1764	1968
2265	2305
703	2212
730	2060
1734	2846
705	2529
1316	1965
243	1998
1046	1425
341	2961
172	657
1449	1833
154	1897
1100	1919
1114	2233
780	2468
2283	2941
2003	2391
2144	2384
2066	2521
723	1485
2053	2947
677	2158
209	1206
426	2501
963	2286
1405	2225
1466	2791
264	2374
1476	1887
1208	2334
806	1906
939	1894
701	895
631	2970
9	894
286	1914
1702	2964
1355	2207
569	2683
1029	2947
781	2071
1034	1631
226	2216
959	2450
1428	2232
2223	2230
742	2591
325	2105
2302	2634
998	1568
179	591
1732	2283
810	1736
261	755
1239	1696
522	2797
650	1756
2966	2968
825	2956
1314	1506
2266	2560
294	759
650	1887
955	2878
1287	2617
281	2180
363	541
591	1872
617	2308
607	1480
604	944
2556	2609
1749	2271
1199	2476
490	2602
205	930
1068	2187
385	2326
2203	2922
2060	2183
1013	2111
1229	1885
256	1056
290	1925
2280	2343
2406	2633
1889	2102
1045	1634
521	2801
1321	1981
986	2124
380	2522
701	2096
681	1154
195	1230
382	2157
2183	2202
522	913
1055	2158
917	2707
2521	2930
2135	2851
850	1972
1970	2297
426	542
2103	2778
525	2592
1079	2207
423	2328
428	1066
563	2855
134	1009
1894	1952
2422	2477
846	2601
1421	2826
2650	2930
791	2185
1706	2666
2031	2717
1193	1830
683	1492
1833	2885
562	786
2317	2996
2105	2166
2097	2864
155	744
428	2148
171	2107
1602	2785
1321	1573
491	2338
522	2936
181	1738
646	2157
1391	1720
45	2352
1833	2344
846	2800
416	1754
1927	2795
1225	2628
2005	2083
681	2666
547	2288
1801	2838
1035	2318
2156	2649
131	2927
563	2850
1100	2676
2562	2777
484	665
240	2571
56	2377
1014	1240
2413	2461
1605	1736
47	1841
1321	2623
1651	2987
1068	2211
746	1715
423	1693
991	2586
871	2271
1257	1312
610	1927
2349	2712
1907	2111
286	2617
1622	1849
967	2156
2207	2688
1568	2343
527	2388
521	2335
288	709
2207	2274
2162	2685
1483	2450
2241	2829
